accident_id,occr_date,daynight,wday,assault,damaged,assault_id,damaged_id,location_id,violation_id,road_type_l_id,road_type_id,acc_type_l_id,acc_type_id,acc_type_id,acc_type_l_id,acc_type,acc_type_l_id,acc_type_l,assault_id,assault,accident_id,death,serious,injured,slight,wound,damaged_id,damaged,violation_id,violation,road_type_id,road_type_l_id,road_form,road_type_l_id,road_form_l,accident_id,assault_id,damaged_id,location_id,sido,sgg,weather_id,area_id,area_nm,measure_dt,temperature,rainfall,wind_speed,wind_direction,humidity,snow_drifts,ground_temperature
31795,00:00.0,1,월,화물차,보행자,8,1,148,2,5,6,4,7,7,4,보도통행중,4,차대사람,8,화물차,31795,1,1,0,0,0,1,보행자,2,신호위반,6,5,기타단일로,5,단일로,31795,8,1,148,서울,서울,93575,108,서울,00:00.0,29.9,0,3.6,70,52,0,32.5
29068,00:00.0,2,화,승용차,보행자,10,1,148,20,5,16,4,15,15,2,기타,4,차대사람,10,승용차,29068,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,16,5,횡단보도부근,5,단일로,29068,10,1,148,서울,서울,93610,108,서울,00:00.0,23.5,0,6.2,180,81,0,23
27130,00:00.0,2,목,승용차,보행자,10,1,148,2,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,27130,1,2,0,1,0,1,보행자,2,신호위반,6,5,기타단일로,5,단일로,27130,10,1,148,서울,서울,93637,108,서울,00:00.0,24.7,0,0.6,360,80,0,23.7
27210,00:00.0,2,화,승용차,승합차,10,11,148,20,5,6,3,15,15,2,기타,3,차대차,10,승용차,27210,2,12,1,8,1,11,승합차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27210,10,11,148,서울,서울,93778,108,서울,00:00.0,20.5,5,2.1,70,91,0,21
27785,00:00.0,1,목,화물차,보행자,8,1,148,20,5,6,4,15,15,2,기타,4,차대사람,8,화물차,27785,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27785,8,1,148,서울,서울,93822,108,서울,00:00.0,26.4,0,2.3,360,32,0,26.3
27789,00:00.0,2,월,화물차,승용차,8,16,148,20,5,6,3,10,10,3,진행중 추돌,3,차대차,8,화물차,27789,1,2,1,0,0,16,승용차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27789,8,16,148,서울,서울,94071,108,서울,00:00.0,16.6,3,3.7,50,88,0,16.9
29926,00:00.0,1,화,승용차,보행자,10,1,148,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,29926,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,29926,10,1,148,서울,서울,94109,108,서울,00:00.0,24,0,4,270,53,0,25.5
26188,00:00.0,1,일,자전거,보행자,9,1,148,2,5,17,4,9,9,4,횡단중,4,차대사람,9,자전거,26188,1,1,0,0,0,1,보행자,2,신호위반,17,5,횡단보도상,5,단일로,26188,9,1,148,서울,서울,94221,108,서울,00:00.0,18.6,0,1.9,90,73,0,19.1
22696,00:00.0,1,토,화물차,0,8,17,90,20,5,6,2,2,2,2,전도전복,2,차량단독,8,화물차,22696,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22696,8,17,90,인천,인천,99785,112,인천,00:00.0,14.7,0,2.5,160,66,0,15.6
22570,00:00.0,2,월,승용차,승용차,10,16,90,19,5,6,3,15,15,2,기타,3,차대차,10,승용차,22570,2,6,3,1,0,16,승용차,19,안전거리 미확보,6,5,기타단일로,5,단일로,22570,10,16,90,인천,인천,99828,112,인천,00:00.0,16.1,0,0.7,70,70,0,17.3
23424,00:00.0,2,월,화물차,0,8,17,90,20,5,6,2,20,20,2,공작물충돌,2,차량단독,8,화물차,23424,1,2,1,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23424,8,17,90,인천,인천,99829,112,인천,00:00.0,16.1,0,0.6,290,64,0,16.8
32165,00:00.0,1,일,승용차,승용차,10,16,90,20,5,6,3,12,12,3,주정차중 추돌,3,차대차,10,승용차,32165,1,4,1,2,0,16,승용차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,32165,10,16,90,인천,인천,101666,112,인천,00:00.0,30.6,0,4.4,200,78,0,46.5
29545,00:00.0,2,일,승용차,0,10,17,90,16,1,11,2,2,2,2,전도전복,2,차량단독,10,승용차,29545,1,3,1,1,0,17,0,16,과속,11,1,교차로부근,1,교차로,29545,10,17,90,인천,인천,102995,112,인천,00:00.0,18.9,0,0.9,20,90,0,18.4
27534,00:00.0,2,목,승용차,자전거,10,6,90,20,5,6,3,15,15,2,기타,3,차대차,10,승용차,27534,1,1,0,0,0,6,자전거,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27534,10,6,90,인천,인천,103615,112,인천,00:00.0,14.1,0,2.8,290,64,0,13.5
26687,00:00.0,2,수,승합차,보행자,2,1,90,20,5,6,4,9,9,4,횡단중,4,차대사람,2,승합차,26687,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26687,2,1,90,인천,인천,103756,112,인천,00:00.0,15.5,0,4.5,180,66,0,14
26900,00:00.0,2,토,승용차,0,10,17,90,20,1,11,2,20,20,2,공작물충돌,2,차량단독,10,승용차,26900,1,1,0,0,0,17,0,20,안전운전 의무 불이행,11,1,교차로부근,1,교차로,26900,10,17,90,인천,인천,103981,112,인천,00:00.0,5.4,0,1.3,340,64,0,4.6
22595,00:00.0,2,월,화물차,0,8,17,90,20,5,6,2,2,2,2,전도전복,2,차량단독,8,화물차,22595,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22595,8,17,90,인천,인천,105053,112,인천,00:00.0,-1.1,0,6.8,320,75,0,-0.5
26831,00:00.0,2,화,승용차,0,10,17,90,20,5,6,2,2,2,2,전도전복,2,차량단독,10,승용차,26831,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26831,10,17,90,인천,인천,105081,112,인천,00:00.0,-8.4,0,4.3,360,71,0,-3.5
22803,00:00.0,1,목,승합차,0,2,17,165,20,5,6,2,15,15,2,기타,2,차량단독,2,승합차,22803,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22803,2,17,165,경기,수원,123070,119,수원,00:00.0,-1.2,0,2.9,270,46,0,-2.1
24344,00:00.0,2,목,화물차,보행자,8,1,165,20,1,9,4,9,9,4,횡단중,4,차대사람,8,화물차,24344,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,24344,8,1,165,경기,수원,123578,119,수원,00:00.0,-1.4,0,0.1,0,70,0,-3.3
25563,00:00.0,1,금,화물차,보행자,8,1,165,20,8,5,4,9,9,4,횡단중,4,차대사람,8,화물차,25563,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,5,5,고가도로위,8,고가도로위,25563,8,1,165,경기,수원,130316,119,수원,00:00.0,11.5,0,2.5,290,28,0,13.2
26081,00:00.0,2,목,승용차,보행자,10,1,82,7,5,17,4,9,9,4,횡단중,4,차대사람,10,승용차,26081,1,1,0,0,0,1,보행자,7,보행자 보호의무 위반,17,5,횡단보도상,5,단일로,26081,10,1,82,충남,보령,491687,235,보령,00:00.0,-2.2,0,2.1,360,57,0,-3
25445,00:00.0,1,목,승용차,보행자,10,1,132,20,5,16,4,15,15,2,기타,4,차대사람,10,승용차,25445,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,16,5,횡단보도부근,5,단일로,25445,10,1,132,충남,천안,482553,232,천안,00:00.0,-10.3,0,0.2,0,85,7.5,-0.6
25582,00:00.0,1,토,승용차,승용차,10,16,87,22,1,11,3,18,18,3,측면직각충돌,3,차대차,10,승용차,25582,1,1,0,0,0,16,승용차,22,앞지르기 금지위반,11,1,교차로부근,1,교차로,25582,10,16,87,충남,금산,503916,238,금산,00:00.0,23.8,0,1.8,270,31,0,28.7
23319,00:00.0,1,금,화물차,0,8,17,61,20,5,6,2,2,2,2,전도전복,2,차량단독,8,화물차,23319,1,4,3,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23319,8,17,61,충남,부여,495446,236,부여,00:00.0,25.8,0,1.9,180,32,0,41.8
30529,00:00.0,1,수,화물차,원동기장치자전거,8,2,61,20,1,9,3,15,15,2,기타,3,차대차,8,화물차,30529,1,1,0,0,0,2,원동기장치자전거,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,30529,8,2,61,충남,부여,496072,236,부여,00:00.0,29.2,0,2,90,40,0,39.5
25990,00:00.0,2,수,화물차,0,8,17,61,20,5,6,2,20,20,2,공작물충돌,2,차량단독,8,화물차,25990,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,25990,8,17,61,충남,부여,500256,236,부여,00:00.0,-8.3,0,0,0,86,0,-6
24188,00:00.0,2,화,승용차,0,10,17,152,20,5,6,2,2,2,2,전도전복,2,차량단독,10,승용차,24188,1,3,2,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24188,10,17,152,전북,부안,510591,243,부안,00:00.0,3.6,0,1.8,160,64,0,2.3
24056,00:00.0,2,일,승용차,0,10,17,18,20,5,6,2,20,20,2,공작물충돌,2,차량단독,10,승용차,24056,1,3,2,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24056,10,17,18,경북,울진,159625,130,울진,00:00.0,6.5,0,5.1,70,68,0,4.1
22964,00:00.0,1,수,승용차,자전거,10,6,20,20,1,9,3,15,15,2,기타,3,차대차,10,승용차,22964,1,1,0,0,0,6,자전거,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,22964,10,6,20,충북,청주,170312,131,청주,00:00.0,18.3,0,1.1,200,58,0,16.4
23260,00:00.0,1,화,승용차,화물차,10,15,87,20,5,6,3,10,10,3,진행중 추돌,3,차대차,10,승용차,23260,1,1,0,0,0,15,화물차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23260,10,15,87,충남,금산,507509,238,금산,00:00.0,2.7,0,0.5,320,93,0,5.4
28912,00:00.0,2,토,승용차,0,10,17,20,20,5,6,2,20,20,2,공작물충돌,2,차량단독,10,승용차,28912,1,2,1,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,28912,10,17,20,충북,청주,173742,131,청주,00:00.0,9.8,0,0.4,0,83,0,10.4
28371,00:00.0,1,화,이륜차,화물차,7,15,87,5,1,9,3,5,5,3,정면충돌,3,차대차,7,이륜차,28371,1,1,0,0,0,15,화물차,5,교차로 통행방법 위반,9,1,교차로내,1,교차로,28371,7,15,87,충남,금산,507685,238,금산,00:00.0,15.7,0,2.8,270,31,0,19.2
24458,00:00.0,1,수,승용차,0,10,17,138,20,5,6,2,20,20,2,공작물충돌,2,차량단독,10,승용차,24458,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24458,10,17,138,전북,임실,518553,244,임실,00:00.0,6.6,0,1.3,20,45,0,2.2
24033,00:00.0,1,토,화물차,원동기장치자전거,8,2,38,20,5,6,3,12,12,3,주정차중 추돌,3,차대차,8,화물차,24033,1,1,0,0,0,2,원동기장치자전거,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24033,8,2,38,대전,대전,177833,133,대전,00:00.0,11,0,3.8,230,19,0,15
31765,00:00.0,1,월,승용차,보행자,10,1,38,3,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,31765,1,1,0,0,0,1,보행자,3,중앙선 침범,6,5,기타단일로,5,단일로,31765,10,1,38,대전,대전,179727,133,대전,00:00.0,28,0,1.4,180,46,0,39.1
24485,00:00.0,1,목,화물차,0,8,17,83,20,5,6,2,8,8,2,도로이탈 추락,2,차량단독,8,화물차,24485,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24485,8,17,83,경북,안동,194338,136,안동,00:00.0,2.2,0,2.4,290,17,0,5.7
26143,00:00.0,2,금,승용차,0,10,17,138,20,5,6,2,13,13,2,도로이탈 기타,2,차량단독,10,승용차,26143,1,2,0,1,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26143,10,17,138,전북,임실,526479,244,임실,00:00.0,-3.7,0,0.4,0,81,0,0.7
24389,00:00.0,1,수,승용차,보행자,10,1,70,20,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,24389,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24389,10,1,70,전북,정읍,528334,245,정읍,00:00.0,10.6,0,1.5,290,40,0,16.9
26883,00:00.0,1,화,승용차,0,10,17,70,20,5,6,2,2,2,2,전도전복,2,차량단독,10,승용차,26883,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26883,10,17,70,전북,정읍,532513,245,정읍,00:00.0,27.6,0,2.8,140,78,0,31.9
32982,00:00.0,2,목,승용차,보행자,10,1,70,20,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,32982,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,32982,10,1,70,전북,정읍,534076,245,정읍,00:00.0,16.9,0,0.6,70,62,0,15.2
24708,00:00.0,2,화,화물차,0,8,17,120,20,1,11,2,2,2,2,전도전복,2,차량단독,8,화물차,24708,1,1,0,0,0,17,0,20,안전운전 의무 불이행,11,1,교차로부근,1,교차로,24708,8,17,120,전북,남원,536935,247,남원,00:00.0,-1.5,0,0.6,50,95,0,-0.6
24423,00:00.0,1,금,화물차,보행자,8,1,120,3,5,6,4,9,9,4,횡단중,4,차대사람,8,화물차,24423,1,1,0,0,0,1,보행자,3,중앙선 침범,6,5,기타단일로,5,단일로,24423,8,1,120,전북,남원,537000,247,남원,00:00.0,11.1,0,2.9,70,37,0,15.3
29586,00:00.0,1,월,원동기장치자전거,0,3,17,83,20,5,6,2,2,2,2,전도전복,2,차량단독,3,원동기장치자전거,29586,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,29586,3,17,83,경북,안동,197127,136,안동,00:00.0,26.7,0,0.9,340,53,0,34.8
28065,00:00.0,2,수,승용차,보행자,10,1,83,20,5,6,4,21,21,4,길가장자리구역통행중,4,차대사람,10,승용차,28065,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,28065,10,1,83,경북,안동,199867,136,안동,00:00.0,17.6,0,3.4,140,56,0,17.5
26698,00:00.0,2,금,승용차,보행자,10,1,83,20,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,26698,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26698,10,1,83,경북,안동,199916,136,안동,00:00.0,17.7,0,0.3,0,78,0,17.8
26465,00:00.0,1,토,이륜차,승합차,7,11,83,3,5,6,3,15,15,2,기타,3,차대차,7,이륜차,26465,1,1,0,0,0,11,승합차,3,중앙선 침범,6,5,기타단일로,5,단일로,26465,7,11,83,경북,안동,200605,136,안동,00:00.0,15.5,0,1.6,270,30,0,23.3
22732,00:00.0,2,화,승용차,0,10,17,155,20,5,12,2,20,20,2,공작물충돌,2,차량단독,10,승용차,22732,2,2,0,0,0,17,0,20,안전운전 의무 불이행,12,5,터널안,5,단일로,22732,10,17,155,경북,상주,203926,137,상주,00:00.0,2.2,0,4.3,250,33,0,0
26454,00:00.0,2,목,승합차,0,2,17,70,20,5,6,2,20,20,2,공작물충돌,2,차량단독,2,승합차,26454,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,26454,2,17,70,전북,정읍,534413,245,정읍,00:00.0,12.8,0,1.2,140,69,0,11.8
25678,00:00.0,2,화,이륜차,0,7,17,84,20,7,14,2,20,20,2,공작물충돌,2,차량단독,7,이륜차,25678,1,1,0,0,0,17,0,20,안전운전 의무 불이행,14,7,기타/불명,7,기타/불명,25678,7,17,84,경남,김해시,579273,253,김해시,00:00.0,0,0,4.1,340,37,0,-3.1
23819,00:00.0,1,수,승용차,건설기계,10,18,164,20,1,11,3,12,12,3,주정차중 추돌,3,차대차,10,승용차,23819,1,1,0,0,0,18,건설기계,20,안전운전 의무 불이행,11,1,교차로부근,1,교차로,23819,10,18,164,경북,포항,214560,138,포항,00:00.0,26,0,1.7,50,60,0,52.9
29546,00:00.0,1,월,승용차,0,10,17,164,20,5,6,2,20,20,2,공작물충돌,2,차량단독,10,승용차,29546,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,29546,10,17,164,경북,포항,217179,138,포항,00:00.0,16.2,0,0.5,250,73,0,14.8
24086,00:00.0,2,일,승용차,보행자,10,1,100,20,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,24086,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24086,10,1,100,전북,군산,219905,140,군산,00:00.0,-1.3,0,1.2,320,55,0,-0.1
25619,00:00.0,1,금,화물차,농기계,8,4,100,4,1,9,3,18,18,3,측면직각충돌,3,차대차,8,화물차,25619,1,1,0,0,0,4,농기계,4,직진 및 우회전차의 통행방해,9,1,교차로내,1,교차로,25619,8,4,100,전북,군산,221020,140,군산,00:00.0,2.9,0.4,0.5,20,87,0,3
24192,00:00.0,1,화,승용차,보행자,10,1,157,2,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,24192,1,1,0,0,0,1,보행자,2,신호위반,6,5,기타단일로,5,단일로,24192,10,1,157,대구,대구,228721,143,대구,00:00.0,0.8,0,0.7,70,89,0,-1.6
23088,00:00.0,2,월,승합차,보행자,2,1,157,20,5,6,4,15,15,2,기타,4,차대사람,2,승합차,23088,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23088,2,1,157,대구,대구,231233,143,대구,00:00.0,19.1,0,2.2,140,56,0,18.2
23003,00:00.0,2,화,승용차,보행자,10,1,157,2,5,17,4,15,15,2,기타,4,차대사람,10,승용차,23003,1,2,1,0,0,1,보행자,2,신호위반,17,5,횡단보도상,5,단일로,23003,10,1,157,대구,대구,231590,143,대구,00:00.0,21.5,0,1.7,290,26,0,18.1
27866,00:00.0,1,월,승용차,원동기장치자전거,10,2,157,19,5,16,3,12,12,3,주정차중 추돌,3,차대차,10,승용차,27866,1,2,0,1,0,2,원동기장치자전거,19,안전거리 미확보,16,5,횡단보도부근,5,단일로,27866,10,2,157,대구,대구,233744,143,대구,00:00.0,27.9,0,3,270,83,0,31
27636,00:00.0,1,금,건설기계,보행자,12,1,157,20,1,9,4,9,9,4,횡단중,4,차대사람,12,건설기계,27636,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,27636,12,1,157,대구,대구,235183,143,대구,00:00.0,21.3,0,0.9,20,29,0,37.6
25067,00:00.0,2,일,승용차,승용차,10,16,157,20,1,11,3,12,12,3,주정차중 추돌,3,차대차,10,승용차,25067,1,3,0,2,0,16,승용차,20,안전운전 의무 불이행,11,1,교차로부근,1,교차로,25067,10,16,157,대구,대구,236563,143,대구,00:00.0,-4.8,0,1.1,250,54,3.3,-4.9
23356,00:00.0,1,월,자전거,승용차,9,16,40,2,1,9,3,18,18,3,측면직각충돌,3,차대차,9,자전거,23356,1,1,0,0,0,16,승용차,2,신호위반,9,1,교차로내,1,교차로,23356,9,16,40,전북,전주,240845,146,전주,00:00.0,26.4,0,1.9,180,42,0,36
28233,00:00.0,2,토,승용차,보행자,10,1,40,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,28233,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,28233,10,1,40,전북,전주,242133,146,전주,00:00.0,25.3,0,1.3,140,92,0,26.9
27135,00:00.0,1,토,건설기계,보행자,12,1,137,20,5,6,4,15,15,2,기타,4,차대사람,12,건설기계,27135,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27135,12,1,137,전남,영광군,568075,252,영광군,00:00.0,24.6,0,3.9,360,66,0,36.6
22821,00:00.0,2,목,승용차,승용차,10,16,137,20,5,6,3,10,10,3,진행중 추돌,3,차대차,10,승용차,22821,1,5,1,3,0,16,승용차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22821,10,16,137,전남,영광군,569694,252,영광군,00:00.0,7,0,3.3,340,66,0,6.3
23512,00:00.0,2,목,승합차,보행자,2,1,84,20,5,6,4,9,9,4,횡단중,4,차대사람,2,승합차,23512,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23512,2,1,84,경남,김해시,572615,253,김해시,00:00.0,8.8,0,3,110,46,0,-1.6
26937,00:00.0,2,화,이륜차,이륜차,7,14,84,4,1,9,3,18,18,3,측면직각충돌,3,차대차,7,이륜차,26937,1,1,0,0,0,14,이륜차,4,직진 및 우회전차의 통행방해,9,1,교차로내,1,교차로,26937,7,14,84,경남,김해시,576094,253,김해시,00:00.0,32.4,0,1,290,49,0,31.1
26141,00:00.0,2,금,승용차,보행자,10,1,84,16,1,9,4,15,15,2,기타,4,차대사람,10,승용차,26141,1,1,0,0,0,1,보행자,16,과속,9,1,교차로내,1,교차로,26141,10,1,84,경남,김해시,579172,253,김해시,00:00.0,3.1,0,1.6,320,48,0,-0.6
28266,00:00.0,1,금,승용차,보행자,10,1,45,20,1,9,4,9,9,4,횡단중,4,차대사람,10,승용차,28266,1,2,1,0,0,1,보행자,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,28266,10,1,45,전북,순창군,587457,254,순창군,00:00.0,8.2,0,4.3,340,70,0,5.5
27218,00:00.0,1,목,화물차,자전거,8,6,149,20,1,11,3,15,15,2,기타,3,차대차,8,화물차,27218,1,1,0,0,0,6,자전거,20,안전운전 의무 불이행,11,1,교차로부근,1,교차로,27218,8,6,149,경남,양산시,607727,257,양산시,00:00.0,28.6,0,3,250,42,0,39.2
22743,00:00.0,2,금,승용차,0,10,17,149,20,5,6,2,2,2,2,전도전복,2,차량단독,10,승용차,22743,1,3,2,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22743,10,17,149,경남,양산시,610263,257,양산시,00:00.0,-0.7,0,4.1,20,83,1,-0.4
23178,00:00.0,2,수,승용차,보행자,10,1,162,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,23178,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23178,10,1,162,전남,보성군,613133,258,보성군,00:00.0,14.9,0,2.7,250,93,0,15.1
33359,00:00.0,2,월,승용차,이륜차,10,14,149,2,1,9,3,18,18,3,측면직각충돌,3,차대차,10,승용차,33359,1,2,0,1,0,14,이륜차,2,신호위반,9,1,교차로내,1,교차로,33359,10,14,149,경남,양산시,604973,257,양산시,00:00.0,22.3,0,3.3,50,47,0,23.8
29069,00:00.0,1,화,화물차,이륜차,8,14,76,4,1,9,3,18,18,3,측면직각충돌,3,차대차,8,화물차,29069,1,1,0,0,0,14,이륜차,4,직진 및 우회전차의 통행방해,9,1,교차로내,1,교차로,29069,8,14,76,경남,창원,260451,155,창원,00:00.0,28.2,0.5,8.4,160,69,0,25.9
29054,00:00.0,1,월,화물차,자전거,8,6,76,20,1,9,3,18,18,3,측면직각충돌,3,차대차,8,화물차,29054,1,1,0,0,0,6,자전거,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,29054,8,6,76,경남,창원,261773,155,창원,00:00.0,21.6,0,2.5,180,72,0,20.6
31784,00:00.0,1,토,이륜차,0,7,17,149,20,5,6,2,20,20,2,공작물충돌,2,차량단독,7,이륜차,31784,1,1,0,0,0,17,0,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,31784,7,17,149,경남,양산시,607944,257,양산시,00:00.0,25,0,4,250,49,0,32.8
23771,00:00.0,2,토,승용차,자전거,10,6,68,20,5,6,3,18,18,3,측면직각충돌,3,차대차,10,승용차,23771,1,1,0,0,0,6,자전거,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23771,10,6,68,광주,광주,266128,156,광주,00:00.0,16.2,0,3.8,70,65,0,13.5
23269,00:00.0,1,수,건설기계,보행자,12,1,68,20,5,6,4,9,9,4,횡단중,4,차대사람,12,건설기계,23269,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23269,12,1,68,광주,광주,266905,156,광주,00:00.0,25,0,1.1,270,39,0,38.7
22886,00:00.0,1,월,승용차,화물차,10,15,149,20,5,6,3,10,10,3,진행중 추돌,3,차대차,10,승용차,22886,1,1,0,0,0,15,화물차,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,22886,10,15,149,경남,양산시,609498,257,양산시,00:00.0,6,0,1.7,270,72,0,6.3
27023,00:00.0,2,토,승용차,보행자,10,1,68,20,5,6,4,9,9,4,횡단중,4,차대사람,10,승용차,27023,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27023,10,1,68,광주,광주,270663,156,광주,00:00.0,18.2,0,1.9,70,61,0,15.5
24917,00:00.0,2,금,승용차,보행자,10,1,149,20,5,6,4,16,16,4,차도통행중,4,차대사람,10,승용차,24917,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,24917,10,1,149,경남,양산시,609609,257,양산시,00:00.0,0.8,0,0.5,160,66,0,-0.3
30731,00:00.0,1,월,화물차,보행자,8,1,102,20,1,9,4,9,9,4,횡단중,4,차대사람,8,화물차,30731,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,9,1,교차로내,1,교차로,30731,8,1,102,전남,강진군,623704,259,강진군,00:00.0,21.5,0,1,320,86,0,23.6
25047,00:00.0,2,금,승합차,화물차,2,15,29,3,1,11,3,5,5,3,정면충돌,3,차대차,2,승합차,25047,1,3,1,1,0,15,화물차,3,중앙선 침범,11,1,교차로부근,1,교차로,25047,2,15,29,부산,부산,273559,159,부산,00:00.0,6.6,0,5.1,20,57,0,6.5
23652,00:00.0,1,일,승용차,보행자,10,1,29,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,23652,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,23652,10,1,29,부산,부산,274440,159,부산,00:00.0,8.2,0,3.5,290,24,0,10.3
30533,00:00.0,2,금,승용차,보행자,10,1,29,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,30533,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,30533,10,1,29,부산,부산,276588,159,부산,00:00.0,22.1,0,4.4,230,86,0,23.1
27188,00:00.0,2,일,승용차,보행자,10,1,29,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,27188,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,27188,10,1,29,부산,부산,278129,159,부산,00:00.0,21.2,0,2.6,50,79,0,20.3
29438,00:00.0,1,월,승용차,보행자,10,1,29,20,5,6,4,15,15,2,기타,4,차대사람,10,승용차,29438,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,6,5,기타단일로,5,단일로,29438,10,1,29,부산,부산,279835,159,부산,00:00.0,8.5,0,4,270,50,0,5.8
26985,00:00.0,1,금,승용차,보행자,10,1,29,20,7,14,4,15,15,2,기타,4,차대사람,10,승용차,26985,1,1,0,0,0,1,보행자,20,안전운전 의무 불이행,14,7,기타/불명,7,기타/불명,26985,10,1,29,부산,부산,280099,159,부산,00:00.0,10,0,2.5,360,50,0,7.4
